ISIN,NAME,Country,Region
IT0000784196,BANCA PPO.DI SONDRIO,IT,EUR
IT0001042610,SABAF,IT,EUR
IT0001137345,AUTOGRILL DEAD - DELIST.24/07/23,IT,EUR
IT0001233417,A2A,IT,EUR
IT0001347308,BUZZI,IT,EUR
IT0001469383,ARNOLDO MONDADORI EDI.,IT,EUR
IT0003128367,ENEL,IT,EUR
IT0003132476,ENI,IT,EUR
IT0003153415,SNAM,IT,EUR
IT0003242622,TERNA RETE ELETTRICA NAZ,IT,EUR
IT0003497168,TELECOM ITALIA,IT,EUR
IT0003506190,ATLANTIA DEAD - DELIST.09/12/22,IT,EUR
IT0003856405,LEONARDO,IT,EUR
IT0004810054,UNIPOL ASSICURAZIONI SPA,IT,EUR
IT0004827447,UNIPOLSAI DEAD - DELIST.03/07/24,IT,EUR
IT0005218380,BANCO BPM,IT,EUR
IT0005239360,UNICREDIT,IT,EUR
IT0005495657,SAIPEM,IT,EUR
IT0005496473,TESSELLIS,IT,EUR
IT0005508921,BANCA MONTE DEI PASCHI,IT,EUR
JE00B3DCF752,ATRIUM EUROPEAN RLST. DEAD - DELIST.21/02/22,JE,Other
JE00B8KF9B49,WPP,GB,EUR
JE00BJ1DLW90,MAN GROUP,GB,EUR
JE00BYVQYS01,INTERNATIONAL WORKPLACE GROUP,CH,EUR
JP3027670003,NIPPON BUILDING FUND,JP,PAC
JP3027680002,JAPAN REAL ESTATE INV.,JP,PAC
JP3039710003,JAPAN METROPOLITAN FUND INVESTMENT REIT,JP,PAC
JP3040890000,JAPAN PRIME REALTY INV.,JP,PAC
JP3102000001,AISIN,JP,PAC
JP3108600002,ACOM,JP,PAC
JP3111200006,ASAHI KASEI,JP,PAC
JP3112000009,AGC,JP,PAC
JP3116000005,ASAHI GROUP HOLDINGS,JP,PAC
JP3118000003,ASICS,JP,PAC
JP3119600009,AJINOMOTO,JP,PAC
JP3122400009,ADVANTEST,JP,PAC
JP3122800000,AMADA,JP,PAC
JP3125800007,ARIAKE JAPAN,JP,PAC
JP3126340003,ALFRESA HOLDINGS,JP,PAC
JP3126400005,ALPS ALPINE,JP,PAC
JP3131400008,AEON FINANCIAL SERVICE,JP,PAC
JP3131430005,AEON MALL DEAD - DELIST.27/06/25,JP,PAC
JP3134800006,IHI,JP,PAC
JP3137200006,ISUZU MOTORS,JP,PAC
JP3143000002,ITO EN,JP,PAC
JP3143600009,ITOCHU,JP,PAC
JP3143900003,ITOCHU TECHNO-SOLUTIONS DEAD - DELIST.01/12/23,JP,PAC
JP3148800000,IBIDEN,JP,PAC
JP3152740001,ABC-MART,JP,PAC
JP3156400008,USHIO,JP,PAC
JP3158800007,UBE,JP,PAC
JP3160400002,EISAI,JP,PAC
JP3162600005,SMC,JP,PAC
JP3164630000,SQUARE ENIX HOLDINGS,JP,PAC
JP3164720009,RENESAS ELECTRONICS,JP,PAC
JP3164800009,NOK,JP,PAC
JP3165600002,NTN,JP,PAC
JP3165700000,NTT DATA GROUP DEAD - DELIST.26/09/25,JP,PAC
JP3166000004,EBARA,JP,PAC
JP3167500002,LEOPALACE21,JP,PAC
JP3172100004,OKUMA,JP,PAC
JP3173400007,OBIC,JP,PAC
JP3174410005,OJI HOLDINGS,JP,PAC
JP3180400008,OSAKA GAS,JP,PAC
JP3188220002,OTSUKA HOLDINGS,JP,PAC
JP3190000004,OBAYASHI,JP,PAC
JP3194000000,OKI ELECTRIC IND.,JP,PAC
JP3196000008,ODAKYU ELECTRIC RY.,JP,PAC
JP3197600004,ONO PHARM.,JP,PAC
JP3197800000,OMRON,JP,PAC
JP3198900007,ORIENTAL LAND,JP,PAC
JP3200450009,ORIX,JP,PAC
JP3201200007,OLYMPUS,JP,PAC
JP3203500008,ONWARD HOLDINGS,JP,PAC
JP3205800000,KAO,JP,PAC
JP3209000003,CASIO COMPUTER,JP,PAC
JP3210200006,KAJIMA,JP,PAC
JP3215800008,KANEKA,JP,PAC
JP3218900003,CAPCOM,JP,PAC
JP3219000001,KAMIGUMI,JP,PAC
JP3223800008,KAWASAKI KISEN KAISHA,JP,PAC
JP3224200000,KAWASAKI HEAVY INDUSTRY,JP,PAC
JP3228600007,KANSAI ELECTRIC PWR.,JP,PAC
JP3229400001,KANSAI PAINT,JP,PAC
JP3236200006,KEYENCE,JP,PAC
JP3240400006,KIKKOMAN,JP,PAC
JP3242800005,CANON,JP,PAC
JP3243600008,CANON MARKETING JAPAN,JP,PAC
JP3246400000,KYUSHU ELEC.POWER,JP,PAC
JP3249600002,KYOCERA,JP,PAC
JP3256000005,KYOWA KIRIN,JP,PAC
JP3258000003,KIRIN HOLDINGS,JP,PAC
JP3260800002,KINTETSU GROUP HDG.,JP,PAC
JP3263000006,KINDEN,JP,PAC
JP3266400005,KUBOTA,JP,PAC
JP3268950007,MEDIPAL HOLDINGS,JP,PAC
JP3269600007,KURARAY,JP,PAC
JP3270000007,KURITA WATER IND.,JP,PAC
JP3271400008,CREDIT SAISON,JP,PAC
JP3274400005,GLORY,JP,PAC
JP3276400003,GUNMA BANK,JP,PAC
JP3277800003,KEIO,JP,PAC
JP3278600006,KEISEI ELEC.RAILWAY,JP,PAC
JP3280200001,KEIKYU,JP,PAC
JP3283650004,KOSE HOLDINGS,JP,PAC
JP3289800009,KOBE STEEL,JP,PAC
JP3292200007,JTEKT,JP,PAC
JP3293200006,COCA-COLA BOTTLERS JAPAN HOLDINGS,JP,PAC
JP3294460005,INPEX,JP,PAC
JP3300200007,KONAMI GROUP,JP,PAC
JP3300600008,KONICA MINOLTA,JP,PAC
JP3304200003,KOMATSU,JP,PAC
JP3305530002,COMSYS HOLDINGS,JP,PAC
JP3305800009,KOMORI,JP,PAC
JP3305990008,YOKOHAMA FINANCIAL GROUP,JP,PAC
JP3320800000,SAPPORO HOLDINGS,JP,PAC
JP3322930003,SUMCO,JP,PAC
JP3326410002,SANKYO,JP,PAC
JP3336000009,SANTEN PHARM.,JP,PAC
JP3336600006,SUNDRUG,JP,PAC
JP3347200002,SHIONOGI,JP,PAC
JP3350800003,SHIKOKU ELECTRIC POWER,JP,PAC
JP3351100007,SYSMEX,JP,PAC
JP3351500008,SHIZUOKA FINANCIAL GROUP,JP,PAC
JP3351600006,SHISEIDO,JP,PAC
JP3352000008,77 BANK,JP,PAC
JP3352400000,CITIZEN WATCH,JP,PAC
JP3357200009,SHIMADZU,JP,PAC
JP3358000002,SHIMANO,JP,PAC
JP3358200008,SHIMAMURA,JP,PAC
JP3358800005,SHIMIZU,JP,PAC
JP3359600008,SHARP,JP,PAC
JP3362700001,MITSUI OSK LINES,JP,PAC
JP3368000000,RESONAC HOLDINGS,JP,PAC
JP3371200001,SHIN-ETSU CHEMICAL,JP,PAC
JP3375800004,SHINKO ELEC.INDS. DEAD - DELIST.06/06/25,JP,PAC
JP3381000003,NIPPON STEEL,JP,PAC
JP3385820000,GS YUASA,JP,PAC
JP3385980002,J S R DEAD - DELIST.25/06/24,JP,PAC
JP3386030005,JFE HOLDINGS,JP,PAC
JP3388200002,AEON,JP,PAC
JP3389900006,JAFCO GROUP,JP,PAC
JP3396350005,SKY PERFECT JSAT HDG.,JP,PAC
JP3397200001,SUZUKI MOTOR,JP,PAC
JP3398000004,SUZUKEN,JP,PAC
JP3399400005,STANLEY ELECTRIC,JP,PAC
JP3400900001,SUMITOMO OSAKA CEMENT,JP,PAC
JP3401400001,SUMITOMO CHEMICAL,JP,PAC
JP3402600005,SUMITOMO METAL MINING,JP,PAC
JP3404200002,SUMITOMO RUBBER INDS.,JP,PAC
JP3404600003,SUMITOMO,JP,PAC
JP3405400007,SUMITOMO HEAVY INDS.,JP,PAC
JP3407200009,OSAKA TITANIUM,JP,PAC
JP3407400005,SUMITOMO ELECTRIC IND.,JP,PAC
JP3409000001,SUMITOMO REAL.&DEV.,JP,PAC
JP3411000007,SURUGA BANK,JP,PAC
JP3414750004,SEIKO EPSON,JP,PAC
JP3415400005,SEINO HDG.,JP,PAC
JP3419050004,SEGA SAMMY HDG.,JP,PAC
JP3419400001,SEKISUI CHEMICAL,JP,PAC
JP3420600003,SEKISUI HOUSE,JP,PAC
JP3421100003,JAPAN PETROLEUM EXP.,JP,PAC
JP3421800008,SECOM,JP,PAC
JP3425000001,CENTRAL GLASS,JP,PAC
JP3429800000,ANA HOLDINGS,JP,PAC
JP3435000009,SONY GROUP,JP,PAC
JP3436100006,SOFTBANK GROUP,JP,PAC
JP3436120004,SBI HDG.,JP,PAC
JP3443600006,TAISEI,JP,PAC
JP3449020001,TAIHEIYO CEMENT,JP,PAC
JP3452000007,TAIYO YUDEN,JP,PAC
JP3456000003,TAKASHIMAYA,JP,PAC
JP3459600007,TAKARA HDG.,JP,PAC
JP3463000004,TAKEDA PHARMACEUTICAL,JP,PAC
JP3475350009,DAIICHI SANKYO,JP,PAC
JP3481800005,DAIKIN INDUSTRIES,JP,PAC
JP3485800001,DAICEL,JP,PAC
JP3486800000,DAITO TST.CONSTRUCTION,JP,PAC
JP3491000000,DAIDO STEEL,JP,PAC
JP3493400000,DIC,JP,PAC
JP3493800001,DAI NIPPON PRINTING,JP,PAC
JP3494600004,SCREEN HOLDINGS,JP,PAC
JP3495000006,SUMITOMO PHARMA,JP,PAC
JP3496400007,KDDI,JP,PAC
JP3499800005,MITSUBISHI HC CAPITAL,JP,PAC
JP3500610005,RESONA HOLDINGS,JP,PAC
JP3502200003,DAIWA SECURITIES GROUP,JP,PAC
JP3505000004,DAIWA HOUSE INDUSTRY,JP,PAC
JP3511800009,CHIBA BANK,JP,PAC
JP3519400000,CHUGAI PHARM.,JP,PAC
JP3522200009,CHUGOKU ELEC.POWER,JP,PAC
JP3526600006,CHUBU ELEC.POWER,JP,PAC
JP3528600004,CHIYODA CORPORATION,JP,PAC
JP3535800001,TSUMURA,JP,PAC
JP3538800008,TDK,JP,PAC
JP3539220008,T & D HOLDINGS,JP,PAC
JP3539250005,THK,JP,PAC
JP3544000007,TEIJIN,JP,PAC
JP3546800008,TERUMO,JP,PAC
JP3548610009,DENA,JP,PAC
JP3549600009,DENKA,JP,PAC
JP3551200003,ELEC.POWER DEV.,JP,PAC
JP3551500006,DENSO,JP,PAC
JP3551520004,DENTSU GROUP,JP,PAC
JP3560800009,TOKAI CARBON,JP,PAC
JP3566800003,CENTRAL JAPAN RAILWAY,JP,PAC
JP3571400005,TOKYO ELECTRON,JP,PAC
JP3573000001,TOKYO GAS,JP,PAC
JP3574200006,TOKYU,JP,PAC
JP3579800008,TOKYO STEEL MNFG.,JP,PAC
JP3582600007,TOKYO TATEMONO,JP,PAC
JP3585800000,TOKYO ELECTRIC POWER CO. HDG.,JP,PAC
JP3588600001,TBS HOLDINGS,JP,PAC
JP3592200004,TOSHIBA DEAD - DELIST.20/12/23,JP,PAC
JP3595200001,TOSOH,JP,PAC
JP3596200000,TOTO,JP,PAC
JP3597800006,TOBU RAILWAY,JP,PAC
JP3598600009,TOHO,JP,PAC
JP3599000001,TOHO ZINC,JP,PAC
JP3600200004,TOHO GAS,JP,PAC
JP3605400005,TOHOKU ELECTRIC PWR.,JP,PAC
JP3613000003,TOYO SUISAN KAISHA,JP,PAC
JP3613400005,TOYO SEIKAN GROUP HDG.,JP,PAC
JP3619800000,TOYOBO,JP,PAC
JP3621000003,TORAY INDS.,JP,PAC
JP3625000009,TOKUYAMA,JP,PAC
JP3626800001,LIXIL,JP,PAC
JP3629000005,TOPPAN HOLDINGS,JP,PAC
JP3633400001,TOYOTA MOTOR,JP,PAC
JP3634200004,TOYODA GOSEI,JP,PAC
JP3634600005,TOYOTA INDS.,JP,PAC
JP3635000007,TOYOTA TSUSHO,JP,PAC
JP3635400009,TOYOTA BOSHOKU,JP,PAC
JP3637300009,TREND MICRO,JP,PAC
JP3638600001,DOWA HDG.,JP,PAC
JP3657400002,NIKON,JP,PAC
JP3658850007,NISHI-NIPPON FINL.HDG.,JP,PAC
JP3659000008,WEST JAPAN RAILWAY,JP,PAC
JP3663900003,SOJITZ,JP,PAC
JP3665200006,NICHIREI,JP,PAC
JP3667600005,JGC HOLDINGS,JP,PAC
JP3670800006,NISSAN CHEMICAL,JP,PAC
JP3672400003,NISSAN MOTOR,JP,PAC
JP3675600005,NISSIN FOODS HOLDINGS,JP,PAC
JP3676800000,NISSHIN SEIFUN,JP,PAC
JP3678000005,NISSHINBO HOLDINGS,JP,PAC
JP3684000007,NITTO DENKO,JP,PAC
JP3684400009,NITTO BOSEKI,JP,PAC
JP3686800008,NIPPON SHEET GLASS,JP,PAC
JP3688370000,NIPPON EXPRESS HOLDINGS,JP,PAC
JP3689500001,ORACLE JAPAN,JP,PAC
JP3695200000,NGK INSULATORS,JP,PAC
JP3711200000,AOZORA BANK,JP,PAC
JP3711600001,NIPPON SANSO HOLDINGS,JP,PAC
JP3718800000,NISSUI,JP,PAC
JP3720800006,NSK,JP,PAC
JP3721400004,JAPAN STEEL WORKS,JP,PAC
JP3726200003,NIPPON SODA,JP,PAC
JP3726800000,JAPAN TOBACCO,JP,PAC
JP3729000004,SBI SHINSEI BANK,JP,PAC
JP3732200005,NIPPON TELEVISION HDG.,JP,PAC
JP3733000008,NEC,JP,PAC
JP3733400000,NIPPON ELEC.GLASS,JP,PAC
JP3734800000,NIDEC,JP,PAC
JP3735400008,NTT,JP,PAC
JP3738600000,NITERRA,JP,PAC
JP3742600004,NHK SPRING,JP,PAC
JP3743000006,NH FOODS,JP,PAC
JP3753000003,NIPPON YUSEN KK,JP,PAC
JP3756100008,NITORI HOLDINGS,JP,PAC
JP3756600007,NINTENDO,JP,PAC
JP3762600009,NOMURA HDG.,JP,PAC
JP3762800005,NOMURA RESEARCH INST.,JP,PAC
JP3765400001,HOUSE SHOKUHIN GP.HONSHA K K,JP,PAC
JP3766550002,HAKUHODO DY HDG.,JP,PAC
JP3768600003,HASEKO,JP,PAC
JP3769000005,HACHIJUNI NAGANO BANK,JP,PAC
JP3771800004,HAMAMATSU PHOTONICS,JP,PAC
JP3774200004,HANKYU HANSHIN HDG.,JP,PAC
JP3778630008,BANDAI NAMCO HDG.,JP,PAC
JP3780100008,PARK24,JP,PAC
JP3783420007,HIKARI TSUSHIN,JP,PAC
JP3783600004,EAST JAPAN RAILWAY,JP,PAC
JP3786200000,HITACHI METALS DEAD - DELIST.29/12/22,JP,PAC
JP3787000003,HITACHI CON.MCH.,JP,PAC
JP3788600009,HITACHI,JP,PAC
JP3789000001,KANADEVIA,JP,PAC
JP3791200003,HITACHI TRANSPORT SYSTEM DEAD - DELIST.24/02/23,JP,PAC
JP3792600003,HINO MOTORS,JP,PAC
JP3796150005,HIROGIN HOLDINGS,JP,PAC
JP3799000009,HIROSE ELECTRIC,JP,PAC
JP3802300008,FAST RETAILING,JP,PAC
JP3802400006,FANUC,JP,PAC
JP3811000003,FUJIKURA,JP,PAC
JP3814000000,FUJIFILM HOLDINGS,JP,PAC
JP3814800003,SUBARU,JP,PAC
JP3818000006,FUJITSU,JP,PAC
JP3819400007,FUJI MEDIA HOLDINGS,JP,PAC
JP3820000002,FUJI ELECTRIC,JP,PAC
JP3826800009,FURUKAWA,JP,PAC
JP3827200001,FURUKAWA ELECTRIC,JP,PAC
JP3830000000,BROTHER INDUSTRIES,JP,PAC
JP3830800003,BRIDGESTONE,JP,PAC
JP3834800009,HEIWA REAL ESTATE,JP,PAC
JP3835620000,BENESSE HOLDINGS DEAD - DELIST.17/05/24,JP,PAC
JP3837800006,HOYA,JP,PAC
JP3841800000,HOKUETSU,JP,PAC
JP3842400008,HOKUHOKU FINL. GP.,JP,PAC
JP3845400005,HOKURIKU ELEC.POWER,JP,PAC
JP3850200001,HOKKAIDO ELEC.POWER,JP,PAC
JP3854600008,HONDA MOTOR,JP,PAC
JP3862400003,MAKITA,JP,PAC
JP3863800003,MATSUI SECURITIES,JP,PAC
JP3866800000,PANASONIC HOLDINGS,JP,PAC
JP3868400007,MAZDA MOTOR,JP,PAC
JP3869010003,MATSUKIYOKARA,JP,PAC
JP3870000001,MABUCHI MOTOR,JP,PAC
JP3870400003,MARUI GROUP,JP,PAC
JP3877600001,MARUBENI,JP,PAC
JP3885400006,MISUMI GROUP,JP,PAC
JP3885780001,MIZUHO FINL.GP.,JP,PAC
JP3888300005,MITSUI CHEMICALS,JP,PAC
JP3888400003,MITSUI KINZOKU LIMITED,JP,PAC
JP3890310000,MS&AD INSURANCE GP.HDG.,JP,PAC
JP3890350006,SUMITOMO MITSUI FINL.GP.,JP,PAC
JP3891600003,MITSUI E&S,JP,PAC
JP3892100003,SUMITOMO MITSUI TRUST GROUP,JP,PAC
JP3893200000,MITSUI FUDOSAN,JP,PAC
JP3893600001,MITSUI,JP,PAC
JP3894900004,ISETAN MITSUKOSHI HDG.,JP,PAC
JP3896800004,MITSUBISHI GAS CHM.,JP,PAC
JP3898400001,MITSUBISHI,JP,PAC
JP3899600005,MITSUBISHI ESTATE,JP,PAC
JP3899800001,MITSUBISHI MOTORS,JP,PAC
JP3900000005,MITSUBISHI HEAVY INDS.,JP,PAC
JP3901200000,MITSUBISHI PAPER MILLS,JP,PAC
JP3902000003,MITSUBISHI LOGISTICS,JP,PAC
JP3902400005,MITSUBISHI ELECTRIC,JP,PAC
JP3902900004,MITSUBISHI UFJ FINL.GP.,JP,PAC
JP3903000002,MITSUBISHI MATERIALS,JP,PAC
JP3906000009,MINEBEA MITSUMI,JP,PAC
JP3910660004,TOKIO MARINE HOLDINGS,JP,PAC
JP3914400001,MURATA MANUFACTURING,JP,PAC
JP3919800007,MEIDENSHA,JP,PAC
JP3931600005,YAKULT HONSHA,JP,PAC
JP3933800009,LY,JP,PAC
JP3935600001,YAMAZAKI BAKING,JP,PAC
JP3939000000,YAMADA HOLDINGS,JP,PAC
JP3940000007,YAMATO HDG.,JP,PAC
JP3940400009,YAMATO KOGYO,JP,PAC
JP3942400007,ASTELLAS PHARMA,JP,PAC
JP3942600002,YAMAHA,JP,PAC
JP3942800008,YAMAHA MOTOR,JP,PAC
JP3944130008,USS,JP,PAC
JP3951200009,UNITIKA,JP,PAC
JP3951600000,UNI CHARM,JP,PAC
JP3955000009,YOKOGAWA ELECTRIC,JP,PAC
JP3967200001,RAKUTEN GROUP,JP,PAC
JP3973400009,RICOH,JP,PAC
JP3977400005,RINNAI,JP,PAC
JP3982100004,LAWSON DEAD - DELIST.24/07/24,JP,PAC
JP3982800009,ROHM,JP,PAC
JP3992400006,WACOAL HDG.,JP,PAC
KR7000100008,YUHAN,KR,EM
KR7000120006,CJ LOGISTICS,KR,EM
KR7000150003,DOOSAN,KR,EM
KR7000210005,DL,KR,EM
KR7000240002,HANKOOK & COMPANY,KR,EM
KR7000270009,KIA CORPORATION,KR,EM
KR7000660001,SK HYNIX,KR,EM
KR7000700005,EUSU HOLDINGS,KR,EM
KR7000720003,HYUNDAI ENGR.& CON.,KR,EM
KR7000810002,SAMSUNG FIRE & MAR.IN.,KR,EM
KR7000880005,HANWHA,KR,EM
KR7001040005,CJ,KR,EM
KR7001120005,LX INTERNATIONAL,KR,EM
KR7001230002,DONGKUK HOLDINGS,KR,EM
KR7001440007,TAIHAN C&S,KR,EM
KR7001740000,SK NETWORKS,KR,EM
KR7001800002,ORION HOLDINGS,KR,EM
KR7002380004,KCC,KR,EM
KR7002790004,AMOREPACIFIC HOLDINGS,KR,EM
KR7002990000,KUMHOE&C,KR,EM
KR7003470002,YUANTA SECURITIES KOREA,KR,EM
KR7003480001,HANJIN HVIND.& CON.HDG.,KR,EM
KR7003490000,KOREAN AIR LINES,KR,EM
KR7003550001,LG,KR,EM
KR7004020004,HYUNDAI STEEL,KR,EM
KR7004170007,SHINSEGAE,KR,EM
KR7004370003,NONGSHIM,KR,EM
KR7004990008,LOTTE,KR,EM
KR7005300009,LOTTE CHILSUNG,KR,EM
KR7005380001,HYUNDAI MOTOR,KR,EM
KR7005490008,POSCO HOLDINGS,KR,EM
KR7005830005,DB INSURANCE,KR,EM
KR7005880000,KOREA LINE,KR,EM
KR7005930003,SAMSUNG ELECTRONICS,KR,EM
KR7005940002,NH INVESTMENT & SECS.,KR,EM
KR7006120000,SK DISCOVERY,KR,EM
KR7006260004,LS,KR,EM
KR7006360002,GS ENGR. & CON.,KR,EM
KR7006400006,SAMSUNG SDI,KR,EM
KR7006800007,MIRAE ASSET SECURITIES,KR,EM
KR7009150004,SAMSUNG ELTO.MECHANICS,KR,EM
KR7009540006,HD KOA.SHIPBLDG.& OFFS. ENGR.,KR,EM
KR7009830001,HANWHA SOLUTIONS,KR,EM
KR7010060002,OCI HOLDINGS COMPANY,KR,EM
KR7010120004,LS ELECTRIC,KR,EM
KR7010130003,KOREA ZINC,KR,EM
KR7010140002,SAMSUNG HEAVY INDS.,KR,EM
KR7010620003,HD HYUNDAI MIPO DEAD - DELIST.15/12/25,KR,EM
KR7010950004,S-OIL,KR,EM
KR7011170008,LOTTE CHEMICAL,KR,EM
KR7011200003,HMM,KR,EM
KR7011810009,STX SUSP - SUSP.03/07/25,KR,EM
KR7012330007,HYUNDAI MOBIS,KR,EM
KR7012450003,HANWHA AEROSPACE,KR,EM
KR7012630000,HDC HOLDINGS,KR,EM
KR7012750006,S-1,KR,EM
KR7015760002,KOREA ELECTRIC POWER,KR,EM
KR7016360000,SAMSUNG SECURITIES,KR,EM
KR7017670001,SK TELECOM,KR,EM
KR7021240007,COWAY,KR,EM
KR7023530009,LOTTE SHOPPING,KR,EM
KR7024110009,INDUSTRIAL BANK OF KOREA,KR,EM
KR7028050003,SAMSUNG E&A,KR,EM
KR7028670008,PANOCEAN,KR,EM
KR7030200000,KT,KR,EM
KR7032640005,LG UPLUS,KR,EM
KR7033780008,KT & G,KR,EM
KR7034020008,DOOSAN ENERBILITY,KR,EM
KR7034220004,LG DISPLAY,KR,EM
KR7035250000,KANGWON LAND,KR,EM
KR7035420009,NAVER,KR,EM
KR7036460004,KOREA GAS,KR,EM
KR7036570000,NCSOFT,KR,EM
KR7042660001,HANWHA OCEAN,KR,EM
KR7042670000,HD HYUNDAI INFRACORE DEAD - DELIST.26/01/26,KR,EM
KR7047040001,DAEWOO ENGR.& CON.,KR,EM
KR7047050000,POSCO INTERNATIONAL,KR,EM
KR7051900009,LG H & H,KR,EM
KR7051910008,LG CHEM,KR,EM
KR7066570003,LG ELECTRONICS,KR,EM
KR7069960003,HYUNDAI DEPARTMENT STORE,KR,EM
KR7071050009,KOREA INVESTMENT HDG.,KR,EM
KR7077970002,STX ENGINE,KR,EM
KR7078930005,GS HOLDINGS,KR,EM
KR7086280005,HYUNDAI GLOVIS,KR,EM
KR7097230007,HJ SHIPBUILDING & CONSTRUCTION,KR,EM
KR7105560007,KB FINANCIAL GROUP,KR,EM
KYG011981035,AGILE GROUP HDG.,CN,EM
KYG0535Q1331,ASMPT,HK,PAC
KYG2108Y1052,CHINA RESOURCES LAND,HK,PAC
KYG210961051,CHINA MENGNIU DAIRY,HK,PAC
KYG217651051,CK HUTCHISON HOLDINGS,HK,PAC
KYG2953R1149,AAC TECHNOLOGIES HDG.,CN,EM
KYG3066L1014,ENN ENERGY HOLDINGS,CN,EM
KYG4412G1010,HERBALIFE,KY,Other
KYG525621408,KINGBOARD HOLDINGS,HK,PAC
KYG5427W1309,LEE & MAN PAPER MNFG.,HK,PAC
KYG548561284,LIFESTYLE INTL.HDG. DEAD - DELIST.21/12/22,HK,PAC
KYG5496K1242,LI NING,CN,EM
KYG5636C1078,LONKING HOLDINGS,CN,EM
KYG693701156,PARKSON RETAIL GROUP,CN,EM
KYG8020E1199,SEMICON.MNFG.INTL.,CN,EM
KYG811511131,SHUI ON LAND,CN,EM
KYG826001003,SOHO CHINA,CN,EM
KYG875721634,TENCENT HOLDINGS,CN,EM
KYG8878S1030,TINGYI CYMN.ISLE.HLDG.,CN,EM
KYG9431R1039,WANT WANT CHINA HOLDINGS,SG,PAC
LK0092N00003,JOHN KEELLS HOLDINGS,LK,FRON
LK0348N00009,DIALOG AXIATA,LK,FRON
LR0008862868,ROYAL CARIBBEAN GROUP,US,AMER
LU0038705702,MILLICOM INTL.CELU.,LU,Other
LU0061462528,RTL GROUP,LU,Other
LU0075646355,SUBSEA 7,GB,EUR
LU0088087324,SES FDR,LU,Other
LU1598757687,ARCELORMITTAL,LU,Other
MA0000010019,STE NATIONALE DE SIDERURGIE,MA,FRON
MA0000010506,CIMENT DU MAROC,MA,FRON
MA0000011488,ITISSALAT AL MAGHRIB STE,MA,FRON
MA0000011884,BANQUE POPULAIRE,MA,FRON
MA0000012320,LAFARGEHOLCIM MAROC,MA,FRON
MU0117U00026,GOLDEN AGRI-RESOURCES,SG,PAC
MX01AM050019,AMERICA MOVIL B,MX,EM
MX01EL000003,GRUPO ELEKTRA SUSP - SUSP.30/09/25,MX,EM
MX01HO000007,DESARROLLADORA HOMEX SUSP - SUSP.03/06/25,MX,EM
MX01WA000038,WALMART DE MEXICO 'V',MX,EM
MXP000511016,SIGMAF A,MX,EM
MXP225611567,CEMEX CPO,MX,EM
MXP320321310,FOMENTO ECONOMICO MEXICANO,MX,EM
MXP370641013,GRUPO FINANCIERO INBURSA SRIES 'O',MX,EM
MXP370711014,GPO FINANCE BANORTE,MX,EM
MXP370841019,GRUPO MEXICO 'B',MX,EM
MXP461181085,GRUPO CARSO SERIES A1,MX,EM
MXP495211262,GRUPO BIMBO 'A',MX,EM
MXP4987V1378,GRUPO TELEVISA,MX,EM
MXP554091415,INDUST PENOLES,MX,EM
MXP606941179,KIMBERLY-CLARK DE MEXICO 'A',MX,EM
MXP8728U1671,ORGANIZACION SORIANA,MX,EM
MYL1015OO006,AMMB HOLDINGS,MY,EM
MYL1023OO000,CIMB GROUP HOLDINGS,MY,EM
MYL1082OO006,HONG LEONG FINL.GP.,MY,EM
MYL1155OO000,MALAYAN BANKING,MY,EM
MYL1295OO004,PUBLIC BANK,MY,EM
MYL1818OO003,BURSA MALAYSIA,MY,EM
MYL1899OO003,BATU KAWAN,MY,EM
MYL1961OO001,IOI CORPORATION,MY,EM
MYL2291OO002,GENTING PLANTATIONS,MY,EM
MYL2445OO004,KUALA LUMPUR KEPONG,MY,EM
MYL3182OO002,GENTING,MY,EM
MYL3336OO004,IJM CORPORATION,MY,EM
MYL3395OO000,BERJAYA CORPORATION,MY,EM
MYL3689OO006,FRASER & NEAVE HOLDINGS,MY,EM
MYL3816OO005,MISC BHD.,MY,EM
MYL4065OO008,PPB GROUP,MY,EM
MYL4162OO003,BRIT.AMER.TOB.(MALAYSIA),MY,EM
MYL4197OO009,SIME DARBY,MY,EM
MYL4324OO009,HENGYUAN REFINING COMPANY,MY,EM
MYL4588OO009,UMW HOLDINGS DEAD - DELIST.19/02/24,MY,EM
MYL4677OO000,YTL CORPORATION,MY,EM
MYL4707OO005,NESTLE (MALAYSIA),MY,EM
MYL4715OO008,GENTING MALAYSIA,MY,EM
MYL4863OO006,TELEKOM MALAYSIA,MY,EM
MYL5014OO005,MALAYSIA AIRPORTS HDG. DEAD - DELIST.25/02/25,MY,EM
MYL5077OO002,MAYBULK,MY,EM
MYL5099OO006,CAPITAL A,MY,EM
MYL5235SS008,KLCC PROPERTY HOLDINGS STAPLED UNITS,MY,EM
MYL5347OO009,TENAGA NASIONAL,MY,EM
MYL5398OO002,GAMUDA,MY,EM
MYL5657OO001,PARKSON HOLDINGS,MY,EM
MYL5681OO001,PETRONAS DAGANGAN,MY,EM
MYL5819OO007,HONG LEONG BANK,MY,EM
MYL6033OO004,PETRONAS GAS,MY,EM
MYL6947OO005,CELCOMDIGI,MY,EM
MYL7164OO006,KNM GROUP DEAD - DELIST.05/11/25,MY,EM
MYL8664OO004,SP SETIA,MY,EM
NL0000008977,HEINEKEN HOLDING,NL,EUR
NL0000009082,KPN KON,NL,EUR
NL0000009165,HEINEKEN,NL,EUR
